뉴스 제목,뉴스 링크,언론사,날짜
"경북테크노파크, 균형발전사업 우수사례 기관상ㆍ공로상 수상",http://www.ksmnews.co.kr/default/index_view_page.php?idx=406020&part_idx=298,경상매일신문,2022-12-12
"카페24, ""누구나 유튜브 라이브 스트리밍으로 상품 판다""",http://moneys.mt.co.kr/news/mwView.php?no=2022120613440724084,머니S,2022-12-12
[아!이뉴스] 구현모 KT 연임 결정 임박…다시 뜨는 '검은사막',http://www.inews24.com/view/1548091,아이뉴스24언론사 선정,2022-12-12
"[단독] 제일약품, 5년간 '회의비' 584억원… 왜?",http://www.sisaweek.com/news/articleView.html?idxno=201330,시사위크,2022-12-12
"“개인형 IRP 계좌, 비대면 개설 시 수수료 면제 가능”",http://www.skyedaily.com/news/news_view.html?ID=176310,스카이데일리,2022-12-12
[크립토이슈] 국내 최대코인 위믹스 상장폐지,http://www.nbntv.kr/news/articleView.html?idxno=65459,NBNTV,2022-12-12
"2023년, 진화하는 랜섬웨어와 기업사칭 피싱이 당신을 노린다",http://www.boannews.com/media/view.asp?idx=112473&kind=,보안뉴스,2022-12-12
"계명대, 산학연계 교육성과 한자리에 선봬",http://www.newsis.com/view/?id=NISX20221212_0002120465&cID=10810&pID=10800,뉴시스,2022-12-12
[데일리픽] 생성AI 스타트업 투자 돌파구…신차 10대 중 1대 전기차,http://www.digitaltoday.co.kr/news/articleView.html?idxno=466536,디지털투데이,2022-12-12
계명대 'LINC 3.0 Open Campus' 개최,http://www.veritas-a.com/news/articleView.html?idxno=440333,베리타스알파,2022-12-12
"스플렁크, 2023년 예측 보고서 발표...""리더십, 데이터 보안 분야 등에 주목해...",https://www.itworld.co.kr/news/268881,ITWorld,2022-12-12
골린이를 위한 지식백과 : 스크린골프 입문,https://www.golfjournal.co.kr/news/articleView.html?idxno=3953,골프저널,2022-12-12
[ET시론] 개인정보 유출 잔혹사,https://www.etnews.com/20221212000172,전자신문,2022-12-12
"中, 건강 QR코드 의무 폐지 이어 13일 '통행카드' 중단… 방역 완화 속도",https://www.ajunews.com/view/20221212150036610,아주경제,2022-12-12
"넥슨 '18살 카트라이더' 접는다, 이정헌 '형보다 나은 아우' 만들기 올인",https://www.businesspost.co.kr/BP?command=article_view&num=300481,비즈니스포스트,2022-12-12
"스플렁크, 2023년 예측 보고서 발표",https://www.ciokorea.com/news/268887,CIO Korea,2022-12-12
"결혼정보회사 듀오, 성혼회원 수 4만6000명 목전...5시간에 1커플 탄생 ",https://www.mhns.co.kr/news/articleView.html?idxno=541599,문화뉴스,2022-12-12
"금감원 ""개인형 IRP 가입 전 이것만은 꼭 확인하세요""",https://biz.sbs.co.kr/article_hub/20000093326?division=NAVER,SBS Biz,2022-12-12
"""감독님, 출국은 이쪽입니다""…월드컵 탈락팀에 농담 날린 항공사",https://www.news1.kr/articles/4892003,뉴스1,2022-12-12
"엔비디아, 기업 성공 가속화하는 ‘엔비디아 AI 엔터프라이즈 3.0’ 공개",https://www.itworld.co.kr/news/268665,ITWorld,2022-12-12
"[2022 데이터스타즈] 미니맵, 기록·구매·후원 등 게임 생태계 선순환 만들어",https://zdnet.co.kr/view/?no=20221212135715,ZDNet Korea,2022-12-12
[주간 클라우드 동향/12월②] 4년만에 결정난 美 국방부 클라우드 사업 JWCC,https://www.ddaily.co.kr/news/article.html?no=253095,디지털데일리,2022-12-12
"국회, '금융투자소득세 시행일 3년 유예' 등 159건의 법률 제·개정 추진",https://www.straightnews.co.kr/news/articleView.html?idxno=221938,스트레이트뉴스,2022-12-12
개인형IRP계좌 급전 인출 생각한다면...별도 계좌 관리 추천,http://www.edaily.co.kr/news/newspath.asp?newsid=02250086632557864,이데일리,2022-12-12
"어째 이런 실수를...토트넘, 잉글랜드 4강 예상하고 단체 이메일 보냈다",http://www.interfootball.co.kr/news/articleView.html?idxno=592008,인터풋볼,2022-12-12
"경북TP, 2022년 균형발전사업 우수사례 기관상 및 공로상 수상",http://www.sentv.co.kr/news/view/639722,서울경제TV,2022-12-12
中 위드코로나의 역설…확진자는 급감·현장선 응급신고 쏟아져,https://view.asiae.co.kr/article/2022121211233212171,아시아경제언론사 선정,2022-12-12
"[주간블록체인] 이변은 없었다, 위믹스 상장폐지··· 새로운 활로 모색하는...",https://www.ddaily.co.kr/news/article.html?no=253070,디지털데일리언론사 선정,2022-12-12
"경북테크노파크, 균형발전사업 우수 사례 기관상·공로상",https://www.mk.co.kr/article/10564709,매일경제,2022-12-12
[바젤3 복병] 대형 시중은행 걱정 없는 이유,http://news.einfomax.co.kr/news/articleView.html?idxno=4246088,연합인포맥스,2022-12-12
"[MZ터뷰] 저커버그가 품은 '인스타그램', 실무진들 하고싶은 말이 ""인스타 화...",http://www.metroseoul.co.kr/article/20221212500072,메트로신문,2022-12-12
"듀오 ""결혼정보회사, 회원 풀이 서비스 질 좌우""",http://www.incheonilbo.com/news/articleView.html?idxno=1173708,인천일보,2022-12-12
"결혼정보회사 듀오, 회원 수 및 성혼회원 수 공개",http://www.kbsm.net/news/view.php?idx=373924,경북신문,2022-12-12
"""원격근무 뉴노멀 시대, 효과적인 커뮤니케이션 툴을 알아보자""",https://www.itbiznews.com/news/articleView.html?idxno=84893,IT비즈뉴스,2022-12-12
[국내 넘어 세계시장 확대한다] (주)유엔이커뮤니케이션즈,http://www.ikld.kr/news/articleView.html?idxno=266286,국토일보,2022-12-12
"경북TP, '2022년 균형발전사업 우수사례' 기관상 및 공로상 수상",http://www.newsfreezone.co.kr/news/articleView.html?idxno=429891,뉴스프리존,2022-12-12
"경북테크노파크, 균형발전사업 우수사례 기관상 수상",https://www.hankyung.com/economy/article/202212128928h,한국경제,2022-12-12
"[토큰포스트 브리핑] 美 암호화폐 전문 변호사 ""리플 승소 가능성 50.1%... S...",https://www.tokenpost.kr/article-115650,토큰포스트,2022-12-12
[더벨][부동산운용사 실적분석]이지스운용 나홀로 선방한 비결은,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202212071356173000103951,더벨,2022-12-12
[블록체인핫이슈] 위믹스 결국 상장폐지...가상자산 시장 충격파,http://www.digitaltoday.co.kr/news/articleView.html?idxno=466443,디지털투데이,2022-12-12
한국인 개인정보 담긴 파일 이용한 APT 공격 포착... 北 ‘코니’ 소행 추정,http://www.boannews.com/media/view.asp?idx=112460&kind=,보안뉴스,2022-12-11
"엘턴 존 ""거짓 확산"" 트위터 탈퇴",https://www.mk.co.kr/article/10564144?utm_source=naver&utm_medium=referral&utm_campaign=relatednews,매일경제,2022-12-11
"엔비디아, AI 엔터프라이즈 3.0 발표",https://it.chosun.com/site/data/html_dir/2022/12/11/2022121100557.html,IT조선,2022-12-11
"정부, 공공토지보상 재원 마련 나서지만 실효성 '글쎄'",http://www.edaily.co.kr/news/newspath.asp?newsid=01708886632557536,이데일리,2022-12-11
디지털 상공인에게도 필요한 '#중꺾마 정신',http://www.sisaweek.com/news/articleView.html?idxno=201310,시사위크,2022-12-11
"머스크의 트위터, '더 비싸진' 블루 서비스 내일 출시",https://news.mtn.co.kr/news-detail/2022121111032434225,MTN,2022-12-11
"청년은 ‘디지털’ 교육, 중·장년은 경험 전수…제주동문시장의 변화",https://www.hani.co.kr/arti/economy/it/1071060.html,한겨레,2022-12-11
"AI, IoT, 로봇과의 동거…미래 아파트가 달려온다",http://www.hapt.co.kr/news/articleView.html?idxno=157368,한국아파트신문,2022-12-11
"결혼정보회사 듀오, 자사의 회원수는? 성혼회원 수 공개",http://www.thepowernews.co.kr/view.php?ud=2022120911114136266cf2d78c68_7,더파워,2022-12-11
"엘튼 존 ""가짜뉴스"" 통탄하며 트위터 탈퇴…머스크 ""돌아와요""",http://news.mt.co.kr/mtview.php?no=2022121108393331400,머니투데이언론사 선정,2022-12-11
"'팝스타' 엘튼 존, ""트위터 떠나겠다"" 선언에 머스크 반응…""돌아오길 바라""",https://www.etoday.co.kr/news/view/2201488,이투데이,2022-12-10
"머스크, '팝의 전설' 엘턴 존에 ""돌아와""…무슨 일?",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202212100035&t=NN,한국경제TV,2022-12-10
“슬프다”며 트위터 탈퇴한 ‘110만 팔로워’ 英 팝스타,https://news.kmib.co.kr/article/view.asp?arcid=0017757676&code=61131111&cp=nv,국민일보,2022-12-10
"머스크의 ‘트위터 파일’, 플랫폼의 책임과 편향 사이 [한세희 테크&라이프]",https://economist.co.kr/2022/12/10/it/general/20221210180053932.html,이코노미스트언론사 선정,2022-12-10
엘튼 존도 “트위터 떠난다” 선언…머스크 “돌아오라” 댓글,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000326114,채널A언론사 선정,2022-12-10
"트위터 인수 후 흔들리는 머스크, '세계 최고 갑부' 자리 잃나",https://www.sedaily.com/NewsView/26EUKVMGNV,서울경제,2022-12-10
"머스크, '팝의 전설' 엘턴 존에 ""돌아와 달라"" 사정한 이유",https://www.hankyung.com/international/article/2022121075447,한국경제언론사 선정,2022-12-10
“머스크 인수 뒤 거짓 정보 확산”…‘110만 팔로워’ 엘턴 존 트위터 손절,https://www.mk.co.kr/article/10563656?utm_source=naver&utm_medium=referral&utm_campaign=relatednews,매일경제언론사 선정,2022-12-10
"지식재산(IP) 투자, 혁신기업의 도약을 지원한다",http://www.boannews.com/media/view.asp?idx=112435&kind=,보안뉴스,2022-12-10
"엘튼 존 ""거짓 정보 확산"" 트위터 탈퇴… 머스크 ""뭐가 문제인가""",http://moneys.mt.co.kr/news/mwView.php?no=2022121013485980098,머니S언론사 선정,2022-12-10
"엘턴 존 ""거짓정보로 세상 분열"" 트위터 탈퇴",http://news.tvchosun.com/site/data/html_dir/2022/12/10/2022121090023.html,TV조선언론사 선정,2022-12-10
"엘튼 존 “거짓정보 확산 트위터 탈퇴”, 일론 머스크 “잘못된게 뭐냐?”[해...",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202212101332391393&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,마이데일리,2022-12-10
"""지식재산(IP) 투자, 혁신기업의 도약 지원""… 특허청‧금융위원회, '제4회 지...",http://www.bizwnews.com/news/articleView.html?idxno=47172,비즈월드,2022-12-10
"엘튼존 트위터탈퇴, 일론 머스크 인수 여파",https://www.gukjenews.com/news/articleView.html?idxno=2611519,국제뉴스,2022-12-10
2022 월드컵: '그린 월드컵'은 과연 어떤 모습일까?,https://www.bbc.com/korean/features-63926573?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D,BBC,2022-12-10
[돋보기] 태극전사 이젠 안방극장으로…'조규성 모시기' 전쟁,https://view.asiae.co.kr/article/2022120915501910687,아시아경제,2022-12-10
"엘튼 존 ""거짓확산 트위터 사용 않기로"", 일론 머스크 ""돌아와달라""",http://www.seoulwire.com/news/articleView.html?idxno=488918,서울와이어,2022-12-10
"""한국어 앱까지 깔았다""…'우영우' 제치고 中서 난리난 드라마 [조아라의 소프...",https://www.hankyung.com/it/article/202212096154g,한국경제언론사 선정,2022-12-10
"엘튼 존, 트위터 탈퇴선언 “거짓 정보 내버려둬”…머스크 “돌아오라”",https://biz.chosun.com/international/international_general/2022/12/10/E2236JNB3VEFNLHWKMNO62UP2A/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈,2022-12-10
"엘튼 존, 트위터 절필 선언… “머스크 인수 후 거짓정보 확산”",https://www.chosun.com/international/international_general/2022/12/10/JMLVNRKJFJBMNAPUTJQSFHKRBU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2022-12-10
"""슬프다""며 트위터 탈퇴…'110만 팔로워' 엘턴 존 무슨 일",https://www.joongang.co.kr/article/25124660,중앙일보언론사 선정,2022-12-10
엘턴 존 “머스크 인수 뒤 거짓 정보 확산하는 트위터 탈퇴”,http://www.munhwa.com/news/view.html?no=2022121001039910053002,문화일보,2022-12-10
"엘튼 존, 트위터 탈퇴 선언… ""거짓 정보 내버려둬""",http://www.edaily.co.kr/news/newspath.asp?newsid=01197206632557208,이데일리,2022-12-10
"엘튼 존 ""거짓 확산"" 트위터 탈퇴...머스크 ""돌아오라""",https://www.ytn.co.kr/_ln/0104_202212100721322846,YTN,2022-12-10
"엘턴 존 ""거짓 확산"" 트위터 탈퇴…머스크 ""돌아와 달라""",https://news.sbs.co.kr/news/endPage.do?news_id=N1007002264&plink=ORI&cooper=NAVER,SBS언론사 선정,2022-12-10
"[이주의 보안] 넥스원소프트, 이노코어 흡수합병…빅데이터 보안 사업 경쟁력...",https://it.chosun.com/site/data/html_dir/2022/12/09/2022120900881.html,IT조선,2022-12-10
"[핀토크]""車보험료 더 내려""···팔비트는 정치권, 난감한 손보",http://news.mt.co.kr/mtview.php?no=2022120914193687868,머니투데이,2022-12-10
"""텔레그램으로 접속 유도""… 온라인 마약류 불법판매 점검해보니",http://moneys.mt.co.kr/news/mwView.php?no=2022120915465093416,머니S,2022-12-10
"돈은 잠이 없다, 뉴스도 잠들지 않는다…NYT, 44년 만의 파업 [뉴스원샷]",https://www.joongang.co.kr/article/25124632,중앙일보,2022-12-10
"엘튼 존, 트위터 탈퇴 ""거짓 정보로 세상분열""...머스크 ""돌아와달라""",http://www.slist.kr/news/articleView.html?idxno=408184,싱글리스트,2022-12-10
"엘턴 존 ""거짓 확산"" 트위터 탈퇴…머스크 ""돌아와 달라""",https://www.yna.co.kr/view/AKR20221210005400075?input=1195m,연합뉴스,2022-12-10
"'6억 후원금 먹튀' 경태아부지 여친, 도주 한달 만에 붙잡혀",https://www.sedaily.com/NewsView/26EUHN3A1A,서울경제언론사 선정,2022-12-10
[사이언스 in Art] 국내 최초 '앵포르멜' 작가 박서보 화백 이야기,https://science.ytn.co.kr/program/view.php?mcd=0082&hcd=0037&key=202212091725124791,YTN사이언스,2022-12-09
"엔비디아, 기업 성공 가속화하는 엔비디아 AI 엔터프라이즈 3.0 발표",http://gamefocus.co.kr/detail.php?number=136787,게임포커스,2022-12-09
베트남 디지털헬스 산업 동향,http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=180&CONTENTS_NO=1&bbsGbn=243&bbsSn=243&pNttSn=198617,KOTRA해외시장뉴스,2022-12-09
"스타일리스트 김우리, '연매출 100억 보스'된 비결은",https://www.news1.kr/articles/4890453,뉴스1,2022-12-09
"부채여력 증가에 자금 이탈까지…자금 마련 급한 푸본현대, 자본적정성 위협↑",http://www.wikileaks-kr.org/news/articleView.html?idxno=133258,위키리크스한국,2022-12-09
"정부, 혁신기업 지식재산 투자 활성화…""기술금융펀드 추가 조성""",https://www.asiatime.co.kr/article/20221209500235,아시아타임즈,2022-12-09
"금융위, '지식재산 금융포럼' 개최…""기술금융펀드 추가 조성""",https://biz.sbs.co.kr/article_hub/20000093068?division=NAVER,SBS Biz,2022-12-09
"기업 인공지능 보다 쉽고 빠르게, 한층 진화된 '엔비디아 AI 엔터프라이즈 3....",https://www.aitimes.kr/news/articleView.html?idxno=26753,인공지능신문,2022-12-09
"교원평가제 성희롱 '피해 교사들' 호소... ""본질은 범죄 행위""",http://www.dtnews24.com/news/articleView.html?idxno=736903,디트뉴스24,2022-12-09
'마약 판매' 온라인 게시글 활개…식약처‧마퇴본부 7887건 적발,http://www.ntoday.co.kr/news/articleView.html?idxno=95042,투데이신문,2022-12-09
